Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
FALSE,215,2,3,38,10,1178930,1873923,2016,05-11-2016 15:48,41.80934083,-87.61923474,"(41.809340827, -87.619234738)"
TRUE,1235,12,25,31,08B,1172638,1890906,2016,05-11-2016 15:48,41.85608483,-87.6418111,"(41.856084827, -87.6418111)"
TRUE,323,3,6,69,08B,1182827,1856621,2016,05-11-2016 15:48,41.76177285,-87.60547861,"(41.761772852, -87.605478606)"
TRUE,321,3,5,42,08B,1183781,1861450,2016,05-11-2016 15:48,41.77500188,-87.60183161,"(41.775001884, -87.601831608)"
FALSE,1831,18,42,8,6,1175666,1903593,2016,05-11-2016 15:48,41.89083129,-87.63031551,"(41.890831286, -87.63031551)"
FALSE,1131,11,24,25,3,1144836,1897606,2016,05-11-2016 15:50,41.87503958,-87.74369027,"(41.875039579, -87.743690267)"
TRUE,1634,16,38,15,20,1140942,1921773,2016,05-11-2016 15:48,41.94142909,-87.75739185,"(41.941429088, -87.757391847)"
FALSE,112,1,42,32,6,1175804,1899905,2016,05-11-2016 15:48,41.8807081,-87.62991973,"(41.880708104, -87.629919733)"
FALSE,222,2,4,39,6,,,2016,05-11-2016 15:48,,,
FALSE,1834,18,42,8,11,,,2014,05-11-2016 15:48,,,
FALSE,832,8,15,66,5,1162217,1860559,2016,05-11-2016 15:48,41.773033,-87.68090705,"(41.773032995, -87.680907049)"
FALSE,1531,15,37,25,08A,,,2016,05-11-2016 15:48,,,
FALSE,1024,10,24,29,01A,1153059,1890107,2013,05-11-2016 15:48,41.8543025,-87.71369727,"(41.854302497, -87.713697274)"
FALSE,1533,15,28,25,08B,1143291,1898743,2016,05-11-2016 15:50,41.87818863,-87.74933454,"(41.878188634, -87.74933454)"
FALSE,1133,11,28,27,3,1151974,1897714,2016,05-11-2016 15:50,41.87519839,-87.71747939,"(41.875198392, -87.717479393)"
TRUE,712,7,16,68,14,1171829,1864403,2016,05-11-2016 15:50,41.78337588,-87.64555918,"(41.78337588, -87.645559181)"
FALSE,726,7,17,67,6,1165527,1859374,2016,05-11-2016 15:50,41.76971165,-87.66880695,"(41.769711651, -87.668806946)"
FALSE,821,8,14,58,04A,1153352,1873237,2016,05-11-2016 15:50,41.80800325,-87.71306892,"(41.80800325, -87.713068922)"
FALSE,1613,16,41,10,14,1127987,1933730,2016,05-11-2016 15:50,41.97446941,-87.80473648,"(41.974469406, -87.804736475)"
FALSE,123,1,2,32,6,1177364,1897937,2016,05-11-2016 15:50,41.87527257,-87.62425131,"(41.875272573, -87.624251314)"
FALSE,632,6,6,44,14,1180652,1846066,2016,05-11-2016 15:50,41.73285897,-87.61377364,"(41.732858969, -87.613773644)"
FALSE,1033,10,24,30,08A,1156395,1888243,2016,05-11-2016 15:50,41.84912076,-87.70150309,"(41.849120759, -87.70150309)"
FALSE,835,8,18,66,04B,1156362,1855760,2016,05-11-2016 15:50,41.75998368,-87.7024992,"(41.759983683, -87.702499202)"
FALSE,614,6,21,71,08B,1168085,1850698,2016,05-11-2016 15:50,41.74584892,-87.65967947,"(41.745848924, -87.659679467)"
TRUE,1821,18,43,8,04B,1174476,1908840,2016,05-11-2016 15:50,41.905256,-87.63452878,"(41.905256002, -87.634528781)"
TRUE,634,6,21,49,08B,1177233,1843711,2016,05-11-2016 15:50,41.7264743,-87.6263698,"(41.7264743, -87.626369797)"
TRUE,612,6,17,71,08B,1169538,1853064,2016,05-11-2016 15:50,41.75231021,-87.65428696,"(41.75231021, -87.654286963)"
FALSE,1731,17,30,16,5,1147446,1922503,2016,05-11-2016 15:50,41.94330987,-87.73346803,"(41.943309868, -87.733468027)"
FALSE,313,3,20,42,04B,1179992,1863705,2016,05-11-2016 15:50,41.78127743,-87.61565243,"(41.781277428, -87.615652432)"
TRUE,1133,11,24,29,04A,1152965,1894830,2016,05-11-2016 15:50,41.86726481,-87.71391723,"(41.86726481, -87.713917226)"
TRUE,711,7,20,68,08A,1172893,1864872,2016,05-11-2016 15:50,41.78463945,-87.64164438,"(41.784639447, -87.641644377)"
FALSE,712,7,16,68,3,1170660,1865499,2016,05-11-2016 15:50,41.78640901,-87.64981318,"(41.78640901, -87.649813179)"
TRUE,532,5,9,53,20,1179244,1823430,2016,05-11-2016 15:50,41.67077485,-87.61961899,"(41.670774853, -87.619618985)"
FALSE,1925,19,46,6,08A,1170251,1925095,2016,05-11-2016 15:50,41.94995389,-87.64957229,"(41.949953889, -87.649572294)"
FALSE,332,3,5,43,3,1190349,1858310,2016,05-11-2016 15:50,41.76622965,-87.57785572,"(41.766229647, -87.577855722)"
FALSE,214,2,3,38,14,1180347,1879231,2016,05-11-2016 15:50,41.82387397,-87.61387448,"(41.823873974, -87.61387448)"
FALSE,1923,19,44,6,15,1168958,1924315,2016,05-11-2016 15:50,41.94784175,-87.6543479,"(41.947841746, -87.654347901)"
FALSE,2424,24,49,1,08B,1161445,1948370,2016,05-11-2016 15:50,42.01400961,-87.68129079,"(42.014009614, -87.681290785)"
FALSE,1135,11,2,27,08B,1157593,1896245,2016,05-11-2016 15:50,41.87105482,-87.69688858,"(41.871054822, -87.696888584)"
TRUE,1033,10,12,30,08B,1158058,1888522,2016,05-11-2016 15:50,41.84985263,-87.69539208,"(41.849852628, -87.695392076)"
FALSE,1033,10,12,30,11,1156374,1888999,2016,05-11-2016 15:50,41.85119573,-87.70155975,"(41.851195732, -87.70155975)"
TRUE,424,4,10,46,04B,1199605,1849703,2016,05-11-2016 15:50,41.74238338,-87.54421927,"(41.742383379, -87.544219272)"
FALSE,1833,18,42,8,3,1178206,1906978,2016,05-11-2016 15:50,41.9000624,-87.62088426,"(41.900062396, -87.620884259)"
TRUE,211,2,3,35,08B,1178484,1882777,2016,05-11-2016 15:50,41.83364708,-87.62060119,"(41.83364708, -87.620601187)"
FALSE,712,7,16,68,14,1170715,1863427,2016,05-11-2016 15:50,41.780722,-87.64967193,"(41.780722001, -87.649671925)"
FALSE,1624,16,38,15,7,1138222,1928502,2016,05-11-2016 15:50,41.95994384,-87.76722572,"(41.959943835, -87.767225719)"
FALSE,1522,15,29,25,14,1140357,1898140,2016,05-11-2016 15:50,41.8765882,-87.76012246,"(41.876588202, -87.760122455)"
FALSE,423,4,7,46,08B,1196948,1844748,2016,05-11-2016 15:50,41.72885291,-87.55411868,"(41.728852906, -87.554118677)"
FALSE,1115,11,28,26,2,1149424,1898703,2016,05-11-2016 15:50,41.87796215,-87.72681639,"(41.877962146, -87.726816388)"
TRUE,512,5,9,49,04B,1181447,1835083,2016,05-11-2016 15:50,41.70270197,-87.6111987,"(41.702701967, -87.6111987)"
FALSE,631,6,6,44,14,1182955,1851770,2016,05-11-2016 15:50,41.74845823,-87.60515996,"(41.748458232, -87.605159961)"
FALSE,631,6,6,44,3,1179907,1850378,2016,05-11-2016 15:50,41.74470867,-87.6163713,"(41.744708666, -87.616371298)"
FALSE,2011,20,40,2,26,1157590,1939410,2016,05-11-2016 15:50,41.98950274,-87.69572108,"(41.989502743, -87.695721082)"
FALSE,321,3,20,42,6,1182684,1861922,2016,05-11-2016 15:50,41.77632263,-87.60583838,"(41.776322631, -87.605838376)"
TRUE,1611,16,41,9,08B,1124413,1945393,2016,05-11-2016 15:50,42.00653363,-87.81762117,"(42.006533625, -87.817621168)"
FALSE,123,1,2,32,26,1176446,1897964,2016,05-11-2016 15:50,41.87536742,-87.62762099,"(41.875367424, -87.627620993)"
FALSE,1112,11,27,23,6,1151525,1906649,2016,05-11-2016 15:50,41.89972579,-87.71889305,"(41.899725792, -87.71889305)"
FALSE,1614,16,41,76,6,1118477,1936072,2016,05-11-2016 15:50,41.98105183,-87.83965884,"(41.981051826, -87.839658835)"
FALSE,2433,24,48,77,08B,1168600,1939715,2016,05-11-2016 15:50,41.99010759,-87.65521578,"(41.990107594, -87.655215776)"
FALSE,224,2,3,38,7,1178010,1871663,2016,05-11-2016 15:50,41.80316011,-87.62267765,"(41.803160112, -87.622677645)"
TRUE,912,9,11,59,26,1164632,1879998,2016,05-11-2016 15:50,41.82632535,-87.67150558,"(41.82632535, -87.671505581)"
FALSE,923,9,14,63,5,1159923,1869928,2016,05-11-2016 15:50,41.79879026,-87.68905898,"(41.798790264, -87.689058976)"
TRUE,2413,24,50,2,08B,1157512,1941944,2016,05-11-2016 15:50,41.99645774,-87.69593861,"(41.996457737, -87.695938606)"
FALSE,922,9,14,58,08B,1156108,1875096,2016,05-11-2016 15:50,41.81304957,-87.70291051,"(41.813049566, -87.70291051)"
FALSE,1824,18,43,8,11,1176800,1910080,2016,05-11-2016 15:50,41.90860635,-87.62595452,"(41.908606347, -87.625954515)"
TRUE,933,9,16,61,04B,1167175,1871806,2016,05-11-2016 15:50,41.80379148,-87.6624105,"(41.803791478, -87.662410496)"
FALSE,1031,10,22,30,24,1149754,1883727,2016,05-11-2016 15:50,41.83685977,-87.72599366,"(41.836859767, -87.725993659)"
FALSE,722,7,20,68,7,1175613,1862240,2016,05-11-2016 15:50,41.77735648,-87.63175052,"(41.77735648, -87.631750523)"
FALSE,724,7,17,67,6,1168817,1860176,2016,05-11-2016 15:50,41.77184205,-87.65672412,"(41.771842053, -87.656724119)"
FALSE,1523,15,28,25,18,1138983,1901704,2016,05-11-2016 15:50,41.88639335,-87.76508077,"(41.886393351, -87.765080772)"
FALSE,1523,15,28,25,18,1139214,1902011,2016,05-11-2016 15:50,41.8872316,-87.76422499,"(41.887231597, -87.764224994)"
TRUE,723,7,17,68,26,1170769,1861488,2016,05-11-2016 15:50,41.77539998,-87.64953048,"(41.775399976, -87.649530478)"
FALSE,1132,11,24,29,24,1150472,1894425,2016,05-11-2016 15:50,41.86620244,-87.72308003,"(41.866202441, -87.723080029)"
FALSE,724,7,17,68,3,1170123,1860875,2016,05-11-2016 15:50,41.7737319,-87.65191644,"(41.7737319, -87.651916442)"
TRUE,1722,17,45,16,08B,1144516,1931041,2016,05-11-2016 15:50,41.96679462,-87.74402158,"(41.966794623, -87.744021578)"
FALSE,1824,18,42,8,6,1175324,1908199,2016,05-11-2016 15:50,41.90347807,-87.6314331,"(41.903478069, -87.631433102)"
FALSE,2234,22,34,75,3,1171468,1831207,2016,05-11-2016 15:50,41.69228943,-87.64785213,"(41.692289426, -87.647852131)"
TRUE,312,3,20,42,08B,1180029,1862350,2016,05-11-2016 15:50,41.77755833,-87.61555825,"(41.777558327, -87.615558249)"
FALSE,424,4,10,46,5,1199922,1850239,2016,05-11-2016 15:50,41.74384622,-87.54303978,"(41.743846218, -87.543039776)"
FALSE,533,5,9,54,08B,1185547,1819411,2016,05-11-2016 15:50,41.65960058,-87.59667637,"(41.65960058, -87.596676366)"
FALSE,714,7,15,67,08A,1164376,1865179,2016,05-11-2016 15:50,41.78566567,-87.67286259,"(41.785665665, -87.672862591)"
TRUE,1723,17,33,16,08B,1151965,1927886,2016,05-11-2016 15:50,41.95799323,-87.71671595,"(41.957993231, -87.716715948)"
FALSE,431,4,7,51,6,1194794,1839526,2016,05-11-2016 15:50,41.71457649,-87.56218047,"(41.714576492, -87.562180472)"
TRUE,1722,17,39,14,08B,1147190,1931266,2016,05-11-2016 15:50,41.96736115,-87.73418378,"(41.967361149, -87.734183782)"
FALSE,1225,12,2,28,3,1163639,1897450,2016,05-11-2016 15:50,41.87423629,-87.67465758,"(41.874236291, -87.674657583)"
FALSE,813,8,13,62,14,1147807,1865116,2016,05-11-2016 15:50,41.78582598,-87.73361464,"(41.785825983, -87.733614635)"
FALSE,2011,20,40,4,14,1157776,1936428,2016,05-11-2016 15:50,41.9813162,-87.69511867,"(41.9813162, -87.695118674)"
FALSE,815,8,23,56,6,1145926,1868997,2016,05-11-2016 15:50,41.79651187,-87.74041325,"(41.796511869, -87.740413251)"
FALSE,2221,22,21,73,14,1167235,1845492,2016,05-11-2016 15:50,41.73158112,-87.66294264,"(41.731581122, -87.66294264)"
FALSE,823,8,15,66,5,1157974,1862063,2016,05-11-2016 15:50,41.77724747,-87.6964201,"(41.777247466, -87.6964201)"
TRUE,212,2,4,36,08B,1181833,1880693,2016,05-11-2016 15:50,41.82785153,-87.60837767,"(41.827851531, -87.608377666)"
FALSE,1511,15,29,25,18,1138436,1904775,2016,05-11-2016 15:50,41.89483049,-87.76701509,"(41.894830486, -87.767015087)"
FALSE,1221,12,1,24,04A,1160266,1905078,2016,05-11-2016 15:50,41.89523856,-87.68683072,"(41.89523856, -87.686830715)"
FALSE,1831,18,42,8,6,1173695,1903251,2016,05-11-2016 15:50,41.8899369,-87.63756411,"(41.889936903, -87.637564113)"
FALSE,122,1,2,32,6,1174333,1900280,2016,05-11-2016 15:50,41.88177008,-87.63530987,"(41.881770084, -87.635309866)"
FALSE,1913,19,46,3,18,1168225,1930362,2016,05-11-2016 15:50,41.96445085,-87.65686677,"(41.964450845, -87.656866766)"
FALSE,1031,10,22,30,5,1149822,1885508,2016,05-11-2016 15:50,41.84174575,-87.7256979,"(41.841745745, -87.725697904)"
FALSE,2534,25,31,23,15,1147025,1910941,2016,05-11-2016 15:50,41.91159074,-87.73531182,"(41.911590736, -87.73531182)"
FALSE,323,3,6,69,3,1177990,1856463,2016,05-11-2016 15:50,41.76145023,-87.62321137,"(41.761450225, -87.623211368)"
FALSE,532,5,9,53,16,1179122,1822000,2016,05-11-2016 15:50,41.66685349,-87.62010881,"(41.666853485, -87.62010881)"
FALSE,424,4,10,46,18,1197636,1850405,2016,05-11-2016 15:50,41.74435904,-87.55141015,"(41.74435904, -87.551410154)"
FALSE,323,3,6,69,08A,1177540,1856922,2016,05-11-2016 15:50,41.76271995,-87.62484679,"(41.762719954, -87.624846791)"
FALSE,1623,16,45,15,6,1138146,1930974,2016,05-11-2016 15:50,41.96672861,-87.76744511,"(41.966728607, -87.767445112)"
FALSE,211,2,3,35,3,1177450,1881815,2016,05-11-2016 15:50,41.83103076,-87.62442425,"(41.831030756, -87.624424247)"
FALSE,332,3,5,43,14,1188040,1859983,2016,05-11-2016 15:50,41.77087584,-87.58626565,"(41.770875842, -87.586265645)"
TRUE,1014,10,24,29,08B,1151661,1890691,2016,05-11-2016 15:50,41.85593263,-87.71881319,"(41.855932632, -87.718813193)"
FALSE,821,8,14,62,3,1153060,1870566,2016,05-11-2016 15:50,41.80067943,-87.71421048,"(41.800679426, -87.714210482)"
TRUE,1532,15,28,25,26,1142002,1901115,2016,05-11-2016 15:50,41.88472167,-87.75400872,"(41.884721668, -87.754008723)"
FALSE,614,6,21,71,26,1168433,1850077,2016,05-11-2016 15:50,41.74413733,-87.65842217,"(41.74413733, -87.658422172)"
FALSE,923,9,14,63,14,1158930,1869756,2016,05-11-2016 15:50,41.79833864,-87.69270525,"(41.798338639, -87.692705249)"
FALSE,513,5,9,50,3,1184891,1831392,2016,05-11-2016 15:50,41.69249346,-87.59870306,"(41.692493455, -87.598703055)"
FALSE,225,2,3,40,18,1177199,1868999,2016,05-11-2016 15:50,41.79586821,-87.62573237,"(41.795868205, -87.625732367)"
FALSE,513,5,34,49,20,1176536,1833321,2016,05-11-2016 15:50,41.69797838,-87.62923419,"(41.697978381, -87.629234186)"
FALSE,1933,19,44,6,6,1170394,1920533,2016,05-11-2016 15:50,41.93743245,-87.64918049,"(41.93743245, -87.649180491)"
FALSE,821,8,14,57,08B,1150934,1871470,2016,05-11-2016 15:50,41.80320189,-87.72198373,"(41.803201891, -87.72198373)"
FALSE,1522,15,29,25,18,1139594,1898454,2016,05-11-2016 15:50,41.87746381,-87.76291633,"(41.877463808, -87.762916325)"
TRUE,414,4,8,43,6,1188686,1853592,2016,05-11-2016 15:50,41.75332296,-87.58410173,"(41.753322958, -87.584101734)"
FALSE,1134,11,28,27,08B,1156261,1897213,2016,05-11-2016 15:50,41.87373811,-87.70175271,"(41.87373811, -87.701752707)"
TRUE,1133,11,24,26,08B,1151106,1897949,2016,05-11-2016 15:50,41.8758603,-87.72066021,"(41.875860304, -87.720660206)"
FALSE,111,1,42,32,26,1177144,1900833,2016,05-11-2016 15:50,41.88322434,-87.6249713,"(41.883224344, -87.624971297)"
FALSE,1115,11,28,26,6,1149447,1899706,2016,05-11-2016 15:50,41.88071404,-87.72670591,"(41.880714044, -87.726705906)"
FALSE,1713,17,39,13,18,1152801,1933422,2016,05-11-2016 15:50,41.97316782,-87.71349527,"(41.973167821, -87.713495268)"
FALSE,1533,15,28,25,18,1142140,1899440,2016,05-11-2016 15:50,41.8801227,-87.75354352,"(41.880122703, -87.753543515)"
FALSE,432,4,10,52,7,1202048,1835277,2016,05-11-2016 15:50,41.70273553,-87.53575805,"(41.702735533, -87.535758048)"
FALSE,512,5,34,49,04A,1176490,1835977,2016,05-11-2016 15:50,41.70526786,-87.62932312,"(41.705267858, -87.629323117)"
FALSE,614,6,18,71,6,1167159,1848187,2016,05-11-2016 15:50,41.73897822,-87.66314418,"(41.738978222, -87.663144179)"
FALSE,1215,12,26,24,14,1165924,1904437,2016,05-11-2016 15:50,41.89336074,-87.66606866,"(41.893360738, -87.666068662)"
FALSE,922,9,14,58,6,1156818,1873709,2016,05-11-2016 15:50,41.80922913,-87.70034366,"(41.809229134, -87.700343659)"
FALSE,2432,24,40,1,6,1164426,1943519,2016,05-11-2016 15:50,42.00063554,-87.6704602,"(42.000635537, -87.670460204)"
FALSE,713,7,16,67,6,1168291,1867297,2016,05-11-2016 15:50,41.79139429,-87.65844739,"(41.791394287, -87.658447393)"
FALSE,935,9,3,37,18,1175568,1870029,2016,05-11-2016 15:50,41.79873131,-87.63168246,"(41.798731312, -87.631682462)"
FALSE,323,3,6,69,6,1181003,1855399,2016,05-11-2016 15:50,41.75846171,-87.61220124,"(41.758461712, -87.612201241)"
FALSE,511,5,9,49,26,1177986,1836679,2016,05-11-2016 15:50,41.70716055,-87.62382378,"(41.707160552, -87.623823775)"
FALSE,914,9,25,34,3,1175321,1889584,2016,05-11-2016 15:50,41.85239745,-87.63200286,"(41.852397446, -87.63200286)"
FALSE,925,9,11,61,24,1169098,1875160,2016,05-11-2016 15:50,41.81295381,-87.65526084,"(41.812953807, -87.655260839)"
FALSE,121,1,2,28,6,1172740,1900001,2016,05-11-2016 15:50,41.8810399,-87.64116754,"(41.881039896, -87.641167536)"
FALSE,621,6,17,71,3,1171628,1854216,2016,05-11-2016 15:50,41.75542593,-87.64659433,"(41.755425926, -87.646594329)"
FALSE,921,9,12,58,04B,1159416,1878531,2016,05-11-2016 15:50,41.82240839,-87.69068234,"(41.822408394, -87.690682344)"
FALSE,1022,10,24,29,08A,1155571,1893727,2016,05-11-2016 15:50,41.86418606,-87.70437984,"(41.864186063, -87.70437984)"
FALSE,321,3,20,42,26,1183349,1861904,2016,05-11-2016 15:50,41.77625777,-87.60340112,"(41.776257774, -87.603401116)"
FALSE,1113,11,28,26,08B,1146887,1898970,2016,05-11-2016 15:50,41.87874365,-87.73612491,"(41.878743645, -87.736124908)"
FALSE,1133,11,24,27,08B,1151640,1896117,2016,05-11-2016 15:50,41.87082262,-87.7187477,"(41.870822616, -87.7187477)"
FALSE,412,4,8,45,14,1190323,1849483,2016,05-11-2016 15:50,41.74200822,-87.57823498,"(41.742008215, -87.578234982)"
FALSE,1113,11,28,26,18,1146878,1900128,2016,05-11-2016 15:50,41.8819215,-87.73612837,"(41.881921503, -87.736128367)"
FALSE,321,3,20,42,26,1181868,1860736,2016,05-11-2016 15:50,41.77308704,-87.60886637,"(41.773087037, -87.608866374)"
FALSE,1112,11,27,23,18,1151254,1904680,2016,05-11-2016 15:50,41.89432798,-87.71994015,"(41.89432798, -87.719940148)"
FALSE,225,2,20,40,18,1177675,1867725,2016,05-11-2016 15:50,41.79236146,-87.62402541,"(41.792361461, -87.62402541)"
FALSE,623,6,6,69,08B,1178917,1854466,2016,05-11-2016 15:50,41.75594919,-87.61987456,"(41.755949186, -87.619874557)"
FALSE,412,4,8,45,26,1187806,1849920,2016,05-11-2016 15:50,41.74326762,-87.58744321,"(41.743267622, -87.587443207)"
FALSE,422,4,7,46,14,1196578,1851618,2016,05-11-2016 15:50,41.74771392,-87.55524651,"(41.747713921, -87.555246512)"
FALSE,813,8,13,65,08A,1148447,1862773,2016,05-11-2016 15:50,41.77938414,-87.7313282,"(41.779384141, -87.731328199)"
FALSE,835,8,18,70,18,1154616,1853337,2016,05-11-2016 15:50,41.75336954,-87.70896282,"(41.753369537, -87.708962817)"
FALSE,822,8,14,63,14,1155304,1868403,2016,05-11-2016 15:50,41.7946992,-87.70603881,"(41.794699201, -87.70603881)"
FALSE,624,6,6,44,14,1181613,1852449,2016,05-11-2016 15:50,41.75035254,-87.61005655,"(41.750352542, -87.610056553)"
FALSE,1933,19,44,6,14,1168066,1921063,2016,05-11-2016 15:50,41.93893746,-87.65772088,"(41.938937458, -87.657720883)"
FALSE,1031,10,22,30,6,1150506,1884775,2016,05-11-2016 15:50,41.83972099,-87.72320693,"(41.839720992, -87.723206926)"
FALSE,131,1,2,33,14,1176544,1894234,2016,05-11-2016 15:50,41.86512986,-87.62737381,"(41.865129862, -87.627373809)"
FALSE,1122,11,27,23,08B,1151292,1903306,2016,05-11-2016 15:50,41.89055684,-87.71983667,"(41.890556838, -87.719836666)"
FALSE,734,7,17,67,26,1167867,1858640,2016,05-11-2016 15:50,41.76764753,-87.66025058,"(41.767647527, -87.660250581)"
TRUE,1135,11,28,29,08B,1157047,1895237,2016,05-11-2016 15:50,41.86829986,-87.69892051,"(41.868299858, -87.698920505)"
FALSE,1113,11,28,25,26,1144720,1899599,2016,05-11-2016 15:50,41.8805108,-87.74406594,"(41.880510799, -87.744065937)"
TRUE,2031,20,40,4,08B,1157819,1932350,2016,05-11-2016 15:50,41.97012509,-87.69507228,"(41.970125087, -87.695072277)"
FALSE,111,1,42,32,18,1177130,1901750,2016,05-11-2016 15:50,41.88574096,-87.62499491,"(41.885740958, -87.624994912)"
FALSE,2523,25,31,21,18,1149198,1919884,2016,05-11-2016 15:50,41.93608929,-87.72709656,"(41.936089289, -87.727096561)"
FALSE,1523,15,28,25,3,1141647,1901874,2016,05-11-2016 15:50,41.88681103,-87.75529358,"(41.886811027, -87.755293578)"
FALSE,433,4,10,52,6,1201893,1830481,2016,05-11-2016 15:50,41.68957883,-87.53648808,"(41.689578825, -87.536488075)"
FALSE,131,1,25,33,6,1175771,1892296,2016,05-11-2016 15:50,41.85982927,-87.63026974,"(41.859829267, -87.630269741)"
FALSE,234,2,4,41,26,1187201,1869519,2016,05-11-2016 15:50,41.79706335,-87.58903848,"(41.797063346, -87.589038479)"
FALSE,1112,11,27,23,18,1151505,1907247,2016,05-11-2016 15:50,41.90136716,-87.71895078,"(41.901367155, -87.718950781)"
FALSE,2512,25,29,19,26,1135972,1916158,2016,05-11-2016 15:50,41.92611109,-87.77579308,"(41.926111089, -87.775793077)"
FALSE,1222,12,2,27,18,1158054,1899904,2016,05-11-2016 15:50,41.88108608,-87.69509619,"(41.881086082, -87.695096188)"
TRUE,612,6,17,71,04B,1169626,1854830,2016,05-11-2016 15:50,41.75715444,-87.65391337,"(41.757154442, -87.653913374)"
FALSE,331,3,5,43,18,1190997,1858323,2016,05-11-2016 15:50,41.76624968,-87.57548019,"(41.766249677, -87.57548019)"
FALSE,634,6,6,49,08B,1177935,1843153,2016,05-11-2016 15:50,41.72492723,-87.62381517,"(41.724927226, -87.623815165)"
FALSE,2422,24,49,1,26,1163822,1950346,2016,05-11-2016 15:50,42.01938178,-87.67248832,"(42.019381776, -87.672488319)"
TRUE,2513,25,36,25,08B,1130507,1910185,2016,05-11-2016 15:50,41.90981617,-87.79601223,"(41.909816174, -87.796012225)"
FALSE,1122,11,28,26,08A,1149759,1898793,2016,05-11-2016 15:50,41.87820261,-87.725584,"(41.878202613, -87.725583999)"
FALSE,1115,11,28,26,14,1148697,1899688,2016,05-11-2016 15:50,41.88067917,-87.72946033,"(41.880679165, -87.729460332)"
FALSE,1113,11,28,26,14,1146607,1900602,2016,05-11-2016 15:50,41.88322739,-87.73711139,"(41.883227385, -87.737111393)"
FALSE,1024,10,22,30,15,1153091,1887506,2016,05-11-2016 15:50,41.84716441,-87.71364871,"(41.84716441, -87.713648713)"
TRUE,2212,22,19,75,26,1161700,1830710,2016,05-11-2016 15:50,41.69113332,-87.6836282,"(41.691133317, -87.683628198)"
FALSE,1533,15,28,25,24,1144090,1898892,2016,05-11-2016 15:50,41.87858255,-87.74639702,"(41.878582552, -87.746397018)"
FALSE,1123,11,28,27,18,1154669,1900797,2016,05-11-2016 15:50,41.88360497,-87.70750184,"(41.88360497, -87.707501835)"
FALSE,1121,11,27,23,18,1152875,1905964,2016,05-11-2016 15:50,41.89781945,-87.71395263,"(41.897819447, -87.713952627)"
FALSE,1235,12,25,31,14,1171609,1890870,2016,05-11-2016 15:50,41.85600872,-87.64558908,"(41.856008719, -87.64558908)"
FALSE,1931,19,32,7,26,1163883,1917044,2016,05-11-2016 15:50,41.92799852,-87.67320816,"(41.927998524, -87.673208159)"
FALSE,1033,10,24,30,18,1155607,1887226,2016,05-11-2016 15:50,41.84634587,-87.70442248,"(41.846345866, -87.704422482)"
FALSE,2531,25,29,25,26,1138683,1910077,2016,05-11-2016 15:50,41.90937534,-87.76597913,"(41.909375335, -87.765979125)"
FALSE,1524,15,37,25,08B,1139777,1904461,2016,05-11-2016 15:50,41.89394444,-87.76209757,"(41.893944437, -87.762097568)"
FALSE,825,8,15,66,08B,1160301,1862792,2016,05-11-2016 15:50,41.77920033,-87.68786923,"(41.779200334, -87.687869227)"
FALSE,1031,10,22,30,08A,1147562,1883379,2016,05-11-2016 15:50,41.83594706,-87.73404599,"(41.835947057, -87.734045986)"
FALSE,421,4,7,43,08A,1194188,1854809,2016,05-11-2016 15:50,41.75652925,-87.56389946,"(41.756529251, -87.563899456)"
FALSE,524,5,34,53,26,1172302,1827766,2016,05-11-2016 15:50,41.68282852,-87.64489941,"(41.682828519, -87.644899406)"
FALSE,612,6,17,71,6,1166987,1854622,2016,05-11-2016 15:50,41.75664045,-87.66359084,"(41.756640447, -87.663590843)"
FALSE,512,5,34,49,04A,1177884,1836676,2016,05-11-2016 15:50,41.70715463,-87.62419739,"(41.707154625, -87.624197387)"
FALSE,321,3,20,42,26,1182490,1861419,2016,05-11-2016 15:50,41.77494685,-87.60656514,"(41.774946853, -87.606565143)"
FALSE,1121,11,26,23,14,1154544,1906323,2016,05-11-2016 15:50,41.89877135,-87.70781292,"(41.898771348, -87.707812918)"
FALSE,632,6,8,44,26,1183496,1847146,2016,05-11-2016 15:50,41.73575689,-87.60332131,"(41.735756892, -87.603321307)"
TRUE,1123,11,28,27,08B,1153013,1901317,2016,05-11-2016 15:50,41.88506488,-87.71356905,"(41.885064881, -87.713569046)"
FALSE,2233,22,34,49,26,1174934,1831491,2016,05-11-2016 15:50,41.69299237,-87.63515417,"(41.692992374, -87.635154167)"
FALSE,1214,12,27,24,6,1171627,1903300,2016,05-11-2016 15:50,41.89011713,-87.64515722,"(41.890117125, -87.645157222)"
FALSE,912,9,11,59,08B,1163600,1881129,2016,05-11-2016 15:50,41.82945069,-87.67526,"(41.829450691, -87.675259998)"
TRUE,1115,11,28,26,08B,1148160,1898999,2016,05-11-2016 15:50,41.87879882,-87.73144991,"(41.878798822, -87.731449911)"
FALSE,131,1,3,33,18,1176341,1890924,2016,05-11-2016 15:50,41.85605158,-87.62821881,"(41.856051578, -87.628218813)"
FALSE,1614,16,41,76,08B,1119317,1935156,2016,05-11-2016 15:50,41.97852489,-87.83658904,"(41.97852489, -87.836589041)"
FALSE,1723,17,39,16,6,1148986,1927168,2016,05-11-2016 15:50,41.95608128,-87.72768654,"(41.956081284, -87.727686535)"
FALSE,1723,17,39,16,11,1148986,1927168,2016,05-11-2016 15:50,41.95608128,-87.72768654,"(41.956081284, -87.727686535)"
